For more accurate power reporting use build_rtl_power_models after generic synthesis.
============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.20-p003_1
  Generated on:           Sep 06 2020  11:57:39 am
  Module:                 vlc_phy_fec
  Technology libraries:   tcb018gbwp7ttc 270
                          physical_cells 
  Operating conditions:   NCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                                    Leakage     Dynamic        Total     
                  Instance                   Cells Power(nW)   Power(nW)     Power(nW)   
                mux_q_27_12                      4     0.257      2269.706      2269.963 
              ADDER                              4     0.391      5459.721      5460.112 
                g1                               4     0.391      5459.721      5460.112 
              mux_w_dff_selector_51_41           4     0.257      6743.931      6744.189 
            GEN_RS_REM...RS_REMAINDER           56     3.419     28850.439     28853.859 
              MULTIPLIER                        40     1.821      6287.974      6289.794 
                MULT_LUT                        40     1.821      6287.974      6289.794 
                  mux_mt_4[5][i]_2092_2          4     1.225      1730.277      1731.502 
                  ctl_i_39_31                   36     0.596      4557.696      4558.292 
              OUTPUT_ASYNC_DFF                   8     0.950      9551.635      9552.585 
                mux_q_27_12                      4     0.257      2403.218      2403.476 
              ADDER                              4     0.391      5995.856      5996.247 
                g1                               4     0.391      5995.856      5996.247 
              mux_w_dff_selector_51_41           4     0.257      7014.975      7015.232 
            GEN_RS_REM...RS_REMAINDER           56     3.419     27447.412     27450.831 
              MULTIPLIER                        40     1.821      5924.596      5926.417 
                MULT_LUT                        40     1.821      5924.596      5926.417 
                  mux_mt_4[9][i]_2092_2          4     1.225      1366.899      1368.124 
                  ctl_i_39_31                   36     0.596      4557.696      4558.292 
              OUTPUT_ASYNC_DFF                   8     0.950      9319.164      9320.114 
                mux_q_27_12                      4     0.257      2269.706      2269.963 
              ADDER                              4     0.391      5459.721      5460.112 
                g1                               4     0.391      5459.721      5460.112 
              mux_w_dff_selector_51_41           4     0.257      6743.931      6744.189 
            GEN_RS_REM...RS_REMAINDER           56     3.419     28850.439     28853.859 
              MULTIPLIER                        40     1.821      6287.974      6289.794 
                MULT_LUT                        40     1.821      6287.974      6289.794 
                  mux_mt_4[13][i]_2092_2         4     1.225      1730.277      1731.502 
                  ctl_i_39_31                   36     0.596      4557.696      4558.292 
              OUTPUT_ASYNC_DFF                   8     0.950      9551.635      9552.585 
                mux_q_27_12                      4     0.257      2403.218      2403.476 
              ADDER                              4     0.391      5995.856      5996.247 
                g1                               4     0.391      5995.856      5996.247 
              mux_w_dff_selector_51_41           4     0.257      7014.975      7015.232 
            GEN_RS_REM...RS_REMAINDER           56     3.419     30253.467     30256.886 
              MULTIPLIER                        40     1.821      6651.351      6653.172 
                MULT_LUT                        40     1.821      6651.351      6653.172 
                  mux_mt_4[12][i]_2092_2         4     1.225      2093.655      2094.880 
                  ctl_i_39_31                   36     0.596      4557.696      4558.292 
              OUTPUT_ASYNC_DFF                   8     0.950      9784.106      9785.055 
                mux_q_27_12                      4     0.257      2536.731      2536.988 
              ADDER                              4     0.391      6531.992      6532.383 
                g1                               4     0.391      6531.992      6532.383 
              mux_w_dff_selector_51_41           4     0.257      7286.018      7286.275 
            GEN_RS_REM...RS_REMAINDER           56     3.419     30253.467     30256.886 
              MULTIPLIER                        40     1.821      6651.351      6653.172 
                MULT_LUT                        40     1.821      6651.351      6653.172 
                  mux_mt_4[12][i]_2092_2         4     1.225      2093.655      2094.880 
                  ctl_i_39_31                   36     0.596      4557.696      4558.292 
              OUTPUT_ASYNC_DFF                   8     0.950      9784.106      9785.055 
                mux_q_27_12                      4     0.257      2536.731      2536.988 
              ADDER                              4     0.391      6531.992      6532.383 
                g1                               4     0.391      6531.992      6532.383 
              mux_w_dff_selector_51_41           4     0.257      7286.018      7286.275 
            GEN_RS_REM...RS_REMAINDER           56     3.419     28351.912     28355.331 
              MULTIPLIER                        40     1.821      5924.596      5926.417 
                MULT_LUT                        40     1.821      5924.596      5926.417 
                  mux_mt_4[4][i]_2092_2          4     1.225      1366.899      1368.124 
                  ctl_i_39_31                   36     0.596      4557.696      4558.292 
              OUTPUT_ASYNC_DFF                   8     0.950     10223.664     10224.614 
                mux_q_27_12                      4     0.257      2269.706      2269.963 
              ADDER                              4     0.391      5459.721      5460.112 
                g1                               4     0.391      5459.721      5460.112 
              mux_w_dff_selector_51_41           4     0.257      6743.931      6744.189 
            FST_MULTIPLIER                      40     1.821      6287.974      6289.794 
              MULT_LUT                          40     1.821      6287.974      6289.794 
                mux_mt_4[8][i]_2092_2            4     1.225      1730.277      1731.502 
                ctl_i_39_31                     36     0.596      4557.696      4558.292 
            FST_ASYCN_DFF                        8     0.950      9086.694      9087.644 
              mux_q_27_12                        4     0.257      2136.194      2136.451 
            END_ADDER                            4     0.391      5202.731      5203.123 
              g1                                 4     0.391      5202.731      5203.123 
            mux_w_feedback_403_61                4     0.257     21991.663     21991.920 
            mux_w_fst_..lector_413_69            4     0.257      5805.327      5805.585 
            mux_o_symbol_436_56                  4     0.257      5687.457      5687.714 
          rs_CONTROL                           237    13.237    105104.506    105117.743 
            mux_r_counter_213_9                  4     1.661      3804.517      3806.178 
            mux_r_state_213_9                    3     1.246      7877.046      7878.292 
            add_238_31                          13     0.550         0.000         0.550 
            mux_r_state_230_18                   3     0.348      1847.555      1847.903 
            mux_o_valid_301_14                   3     0.331       836.106       836.437 
            mux_cmbsop..deword_301_14            3     0.331      1929.606      1929.937 
            ctl_277_20                          13     0.312      6882.802      6883.113 
            ctl_277_39                          13     0.312      6882.802      6883.113 
            ctl_301_44                          15     0.260      5417.470      5417.730 
            mux_r_counter_253_29                 4     0.257       534.049       534.306 
            mux_r_counter_245_24                 4     0.257         0.000         0.257 
            mux_r_counter_230_18                 4     0.257         0.000         0.257 
            mux_r_counter_208_11                 4     0.257         0.000         0.257 
            mux_r_state_267_23                   3     0.193         0.000         0.193 
            mux_r_state_265_20                   3     0.193      1802.414      1802.607 
            mux_r_state_231_41                   3     0.193      1702.597      1702.790 
            mux_r_state_208_11                   3     0.193      1068.097      1068.290 
            ctl_r_state_301_14                  10     0.182      5959.404      5959.586 
            mux_r_state_224_52                   2     0.129         0.000         0.129 
            mux_r_state_218_51                   2     0.129         0.000         0.129 
            mux_r_state_279_52                   2     0.129         0.000         0.129 
            mux_r_state_277_20                   2     0.129      2516.226      2516.355 
            mux_o_star..deword_301_14            1     0.110       209.026       209.137 
            mux_o_stall_301_14                   1     0.110       679.336       679.446 
            mux_o_in_ready_301_14                1     0.110      1993.172      1993.282 
            mux_r_counter_277_20                 1     0.104       980.431       980.535 
            mux_r_ready_277_20                   1     0.104       980.431       980.535 
            mux_r_counter_219_26                 1     0.064       425.649       425.714 
            mux_r_counter_218_51                 1     0.064       133.512       133.576 
            mux_r_state_281_36                   1     0.064         0.000         0.064 
            mux_r_ready_219_26                   1     0.064       425.649       425.714 
            mux_r_ready_218_51                   1     0.064       133.512       133.576 
            mux_r_valid_231_41                   1     0.064         0.000         0.064 
            mux_r_valid_242_21                   1     0.064       707.217       707.281 
            mux_r_valid_230_18                   1     0.064        33.378        33.442 
            mux_r_valid_208_11                   1     0.064       534.048       534.113 
            mux_r_ready_213_9                    1     0.055       837.909       837.963 
            mux_o_valid_301_41                   1     0.055        65.082        65.137 
            mux_r_valid_213_9                    1     0.047       886.465       886.512 
            mux_o_star..deword_301_43            1     0.047        21.021        21.068 
          INPUT_ASYNC_DFF                        8     0.950      9991.194      9992.144 
            mux_q_27_12                          4     0.257      2136.194      2136.451 
          mux_w_dff_selector_108_43              4     0.257      5404.791      5405.048 
          STALL_ASYNC_DFF                        2     0.237      1108.917      1109.154 
            mux_q_27_12                          1     0.064         0.000         0.064 
      RS_15_4                                  882    53.153    598516.843    598569.996 
        GEN_ENCODER.ENCODER_INST               882    53.153    598516.843    598569.996 
          rs_PROCESS_UNIT                      625    38.141    439433.044    439471.185 
            GEN_RS_REM...RS_REMAINDER           56     3.419     35776.162     35779.581 
              MULTIPLIER                        40     1.821     15519.819     15521.639 
                MULT_LUT                        40     1.821     15519.819     15521.639 
                  mux_mt_4[5][i]_2092_2          4     1.225      4885.194      4886.418 
                  ctl_i_39_31                   36     0.596     10634.625     10635.221 
              OUTPUT_ASYNC_DFF                   8     0.950      8389.282      8390.232 
                mux_q_27_12                      4     0.257      1735.658      1735.915 
              ADDER                              4     0.391      6741.351      6741.743 
                g1                               4     0.391      6741.351      6741.743 
              mux_w_dff_selector_51_41           4     0.257      5125.709      5125.967 
            GEN_RS_REM...RS_REMAINDER           56     3.419     34825.872     34829.291 
              MULTIPLIER                        40     1.821     14671.938     14673.758 
                MULT_LUT                        40     1.821     14671.938     14673.758 
                  mux_mt_4[14][i]_2092_2         4     1.225      4037.313      4038.537 
                  ctl_i_39_31                   36     0.596     10634.625     10635.221 
              OUTPUT_ASYNC_DFF                   8     0.950      8621.753      8622.703 
                mux_q_27_12                      4     0.257      1869.170      1869.427 
              ADDER                              4     0.391      6135.429      6135.821 
                g1                               4     0.391      6135.429      6135.821 
              mux_w_dff_selector_51_41           4     0.257      5396.753      5397.010 
            GEN_RS_REM...RS_REMAINDER           56     3.419     34825.872     34829.291 
              MULTIPLIER                        40     1.821     14671.938     14673.758 
                MULT_LUT                        40     1.821     14671.938     14673.758 
                  mux_mt_4[14][i]_2092_2         4     1.225      4037.313      4038.537 
                  ctl_i_39_31                   36     0.596     10634.625     10635.221 
              OUTPUT_ASYNC_DFF                   8     0.950      8621.753      8622.703 
                mux_q_27_12                      4     0.257      1869.170      1869.427 
              ADDER                              4     0.391      6135.429      6135.821 
                g1                               4     0.391      6135.429      6135.821 
              mux_w_dff_selector_51_41           4     0.257      5396.753      5397.010 
            GEN_RS_REM...RS_REMAINDER           56     3.419     34825.872     34829.291 
              MULTIPLIER                        40     1.821     14671.938     14673.758 
                MULT_LUT                        40     1.821     14671.938     14673.758 
                  mux_mt_4[6][i]_2092_2          4     1.225      4037.313      4038.537 
                  ctl_i_39_31                   36     0.596     10634.625     10635.221 
              OUTPUT_ASYNC_DFF                   8     0.950      8621.753      8622.703 
                mux_q_27_12                      4     0.257      1869.170      1869.427 
              ADDER                              4     0.391      6135.429      6135.821 
                g1                               4     0.391      6135.429      6135.821 
              mux_w_dff_selector_51_41           4     0.257      5396.753      5397.010 
            GEN_RS_REM...RS_REMAINDER           56     3.419     33875.583     33879.002 
              MULTIPLIER                        40     1.821     13824.056     13825.877 
                MULT_LUT                        40     1.821     13824.056     13825.877 
                  mux_mt_4[13][i]_2092_2         4     1.225      3189.431      3190.656 
                  ctl_i_39_31                   36     0.596     10634.625     10635.221 
              OUTPUT_ASYNC_DFF                   8     0.950      8854.223      8855.173 
                mux_q_27_12                      4     0.257      2002.682      2002.939 
              ADDER                              4     0.391      5529.507      5529.898 
                g1                               4     0.391      5529.507      5529.898 
              mux_w_dff_selector_51_41           4     0.257      5667.796      5668.053 
            GEN_RS_REM...RS_REMAINDER           56     3.419     35776.162     35779.581 
              MULTIPLIER                        40     1.821     15519.819     15521.639 
                MULT_LUT                        40     1.821     15519.819     15521.639 
                  mux_mt_4[5][i]_2092_2          4     1.225      4885.194      4886.418 
                  ctl_i_39_31                   36     0.596     10634.625     10635.221 
              OUTPUT_ASYNC_DFF                   8     0.950      8389.282      8390.232 
                mux_q_27_12                      4     0.257      1735.658      1735.915 
              ADDER                              4     0.391      6741.351      6741.743 
                g1                               4     0.391      6741.351      6741.743 
              mux_w_dff_selector_51_41           4     0.257      5125.709      5125.967 
            GEN_RS_REM...RS_REMAINDER           56     3.419     34825.872     34829.291 
              MULTIPLIER                        40     1.821     14671.938     14673.758 
                MULT_LUT                        40     1.821     14671.938     14673.758 
                  mux_mt_4[6][i]_2092_2          4     1.225      4037.313      4038.537 
                  ctl_i_39_31                   36     0.596     10634.625     10635.221 
              OUTPUT_ASYNC_DFF                   8     0.950      8621.753      8622.703 
                mux_q_27_12                      4     0.257      1869.170      1869.427 
              ADDER                              4     0.391      6135.429      6135.821 
                g1                               4     0.391      6135.429      6135.821 
              mux_w_dff_selector_51_41           4     0.257      5396.753      5397.010 
            GEN_RS_REM...RS_REMAINDER           56     3.419     34825.872     34829.291 
              MULTIPLIER                        40     1.821     14671.938     14673.758 
                MULT_LUT                        40     1.821     14671.938     14673.758 
                  mux_mt_4[2][i]_2092_2          4     1.225      4037.313      4038.537 
                  ctl_i_39_31                   36     0.596     10634.625     10635.221 
              OUTPUT_ASYNC_DFF                   8     0.950      8621.753      8622.703 
                mux_q_27_12                      4     0.257      1869.170      1869.427 
              ADDER                              4     0.391      6135.429      6135.821 
                g1                               4     0.391      6135.429      6135.821 
              mux_w_dff_selector_51_41           4     0.257      5396.753      5397.010 
            GEN_RS_REM...RS_REMAINDER           56     3.419     34825.872     34829.291 
              MULTIPLIER                        40     1.821     14671.938     14673.758 
                MULT_LUT                        40     1.821     14671.938     14673.758 
                  mux_mt_4[12][i]_2092_2         4     1.225      4037.313      4038.537 
                  ctl_i_39_31                   36     0.596     10634.625     10635.221 
              OUTPUT_ASYNC_DFF                   8     0.950      8621.753      8622.703 
                mux_q_27_12                      4     0.257      1869.170      1869.427 
              ADDER                              4     0.391      6135.429      6135.821 
                g1                               4     0.391      6135.429      6135.821 
              mux_w_dff_selector_51_41           4     0.257      5396.753      5397.010 
            GEN_RS_REM...RS_REMAINDER           56     3.419     36680.662     36684.081 
              MULTIPLIER                        40     1.821     15519.819     15521.639 
                MULT_LUT                        40     1.821     15519.819     15521.639 
                  mux_mt_4[5][i]_2092_2          4     1.225      4885.194      4886.418 
                  ctl_i_39_31                   36     0.596     10634.625     10635.221 
              OUTPUT_ASYNC_DFF                   8     0.950      9293.782      9294.732 
                mux_q_27_12                      4     0.257      1735.658      1735.915 
              ADDER                              4     0.391      6741.351      6741.743 
                g1                               4     0.391      6741.351      6741.743 
              mux_w_dff_selector_51_41           4     0.257      5125.709      5125.967 
            FST_MULTIPLIER                      40     1.821     15519.819     15521.639 
              MULT_LUT                          40     1.821     15519.819     15521.639 
                mux_mt_4[7][i]_2092_2            4     1.225      4885.194      4886.418 
                ctl_i_39_31                     36     0.596     10634.625     10635.221 
            FST_ASYCN_DFF                        8     0.950     11178.928     11179.878 
              mux_q_27_12                        4     0.257      3337.803      3338.061 
            END_ADDER                            4     0.391      5202.731      5203.123 
              g1                                 4     0.391      5202.731      5203.123 
            mux_w_feedback_403_61                4     0.257     41693.224     41693.481 
            mux_w_fst_..lector_413_69            4     0.257      8111.206      8111.463 
            mux_o_symbol_436_56                  4     0.257      5128.295      5128.553 
          rs_CONTROL                           238    13.428    132714.315    132727.743 
            mux_r_counter_213_9                  4     1.661      6000.479      6002.140 
            mux_r_state_213_9                    3     1.246     10429.681     10430.927 
            add_238_31                          13     0.550         0.000         0.550 
            mux_r_state_230_18                   3     0.348      2540.389      2540.736 
            mux_o_valid_301_14                   3     0.331      1800.177      1800.508 
            mux_cmbsop..deword_301_14            3     0.331      1866.185      1866.516 
            ctl_277_20                          13     0.312      7930.739      7931.051 
            ctl_277_39                          13     0.312      6882.802      6883.113 
            ctl_301_44                          15     0.260      7215.211      7215.470 
            mux_r_counter_253_29                 4     0.257       826.186       826.443 
            mux_r_counter_245_24                 4     0.257       425.649       425.907 
            mux_r_counter_230_18                 4     0.257       133.512       133.770 
            mux_r_counter_208_11                 4     0.257       400.536       400.794 
            mux_r_counter_277_20                 2     0.207      1960.862      1961.070 
            mux_r_state_267_23                   3     0.193         0.000         0.193 
            mux_r_state_265_20                   3     0.193      1802.414      1802.607 
            mux_r_state_231_41                   3     0.193      2341.071      2341.264 
            mux_r_state_208_11                   3     0.193      1468.633      1468.826 
            ctl_r_state_301_14                  10     0.182      7328.367      7328.549 
            mux_r_state_224_52                   2     0.129         0.000         0.129 
            mux_r_state_218_51                   2     0.129         0.000         0.129 
            mux_r_counter_219_26                 2     0.129       851.299       851.427 
            mux_r_counter_218_51                 2     0.129       267.024       267.153 
            mux_r_state_279_52                   2     0.129         0.000         0.129 
            mux_r_state_277_20                   2     0.129      2516.226      2516.355 
            mux_o_star..deword_301_14            1     0.110       261.283       261.393 
            mux_o_stall_301_14                   1     0.110      1619.078      1619.188 
            mux_o_in_ready_301_14                1     0.110      2203.126      2203.236 
            mux_r_ready_277_20                   1     0.104       980.431       980.535 
            mux_r_state_281_36                   1     0.064         0.000         0.064 
            mux_r_ready_219_26                   1     0.064       425.649       425.714 
            mux_r_ready_218_51                   1     0.064       133.512       133.576 
            mux_r_valid_231_41                   1     0.064         0.000         0.064 
            mux_r_valid_242_21                   1     0.064      1558.515      1558.580 
            mux_r_valid_230_18                   1     0.064       300.402       300.467 
            mux_r_valid_208_11                   1     0.064       400.536       400.601 
            mux_r_ready_213_9                    1     0.055       823.678       823.733 
            mux_o_valid_301_41                   1     0.055      1171.482      1171.536 
            mux_r_valid_213_9                    1     0.047       790.976       791.023 
            mux_o_star..deword_301_43            1     0.047       189.191       189.238 
          INPUT_ASYNC_DFF                        8     0.950     10921.076     10922.026 
            mux_q_27_12                          4     0.257      2670.243      2670.500 
          mux_w_dff_selector_108_43              4     0.257      7023.013      7023.270 
          STALL_ASYNC_DFF                        2     0.237      1449.786      1450.024 
            mux_q_27_12                          1     0.064       400.536       400.601 
      RS_15_7                                  716    42.929    597605.329    597648.258 
        GEN_ENCODER.ENCODER_INST               716    42.929    597605.329    597648.258 
          rs_PROCESS_UNIT                      457    27.884    357954.446    357982.330 
            GEN_RS_REM...RS_REMAINDER           56     3.419     40556.475     40559.895 
              MULTIPLIER                        40     1.821     18257.814     18259.634 
                MULT_LUT                        40     1.821     18257.814     18259.634 
                  mux_mt_4[3][i]_2092_2          4     1.225      5340.827      5342.051 
                  ctl_i_39_31                   36     0.596     12916.987     12917.583 
              OUTPUT_ASYNC_DFF                   8     0.950      8854.223      8855.173 
                mux_q_27_12                      4     0.257      2002.682      2002.939 
              ADDER                              4     0.391      7242.594      7242.985 
                g1                               4     0.391      7242.594      7242.985 
              mux_w_dff_selector_51_41           4     0.257      6201.845      6202.102 
            GEN_RS_REM...RS_REMAINDER           56     3.419     37497.164     37500.583 
              MULTIPLIER                        40     1.821     16683.177     16684.998 
                MULT_LUT                        40     1.821     16683.177     16684.998 
                  mux_mt_4[9][i]_2092_2          4     1.225      3766.190      3767.415 
                  ctl_i_39_31                   36     0.596     12916.987     12917.583 
              OUTPUT_ASYNC_DFF                   8     0.950      8854.223      8855.173 
                mux_q_27_12                      4     0.257      2002.682      2002.939 
              ADDER                              4     0.391      5757.919      5758.310 
                g1                               4     0.391      5757.919      5758.310 
              mux_w_dff_selector_51_41           4     0.257      6201.845      6202.102 
            GEN_RS_REM...RS_REMAINDER           56     3.419     41479.877     41483.296 
              MULTIPLIER                        40     1.821     18015.562     18017.383 
                MULT_LUT                        40     1.821     18015.562     18017.383 
                  mux_mt_4[5][i]_2092_2          4     1.225      5098.575      5099.800 
                  ctl_i_39_31                   36     0.596     12916.987     12917.583 
              OUTPUT_ASYNC_DFF                   8     0.950      9319.164      9320.114 
                mux_q_27_12                      4     0.257      2269.706      2269.964 
              ADDER                              4     0.391      7401.219      7401.610 
                g1                               4     0.391      7401.219      7401.610 
              mux_w_dff_selector_51_41           4     0.257      6743.931      6744.189 
            GEN_RS_REM...RS_REMAINDER           56     3.419     38203.159     38206.578 
              MULTIPLIER                        40     1.821     17046.555     17048.375 
                MULT_LUT                        40     1.821     17046.555     17048.375 
                  mux_mt_4[13][i]_2092_2         4     1.225      4129.568      4130.792 
                  ctl_i_39_31                   36     0.596     12916.987     12917.583 
              OUTPUT_ASYNC_DFF                   8     0.950      8854.223      8855.173 
                mux_q_27_12                      4     0.257      2002.682      2002.939 
              ADDER                              4     0.391      6100.536      6100.927 
                g1                               4     0.391      6100.536      6100.927 
              mux_w_dff_selector_51_41           4     0.257      6201.845      6202.102 
            GEN_RS_REM...RS_REMAINDER           56     3.419     38212.122     38215.541 
              MULTIPLIER                        40     1.821     17409.933     17411.753 
                MULT_LUT                        40     1.821     17409.933     17411.753 
                  mux_mt_4[2][i]_2092_2          4     1.225      4492.945      4494.170 
                  ctl_i_39_31                   36     0.596     12916.987     12917.583 
              OUTPUT_ASYNC_DFF                   8     0.950      8621.753      8622.703 
                mux_q_27_12                      4     0.257      1869.170      1869.427 
              ADDER                              4     0.391      6249.635      6250.026 
                g1                               4     0.391      6249.635      6250.026 
              mux_w_dff_selector_51_41           4     0.257      5930.801      5931.059 
            GEN_RS_REM...RS_REMAINDER           56     3.419     37497.164     37500.583 
              MULTIPLIER                        40     1.821     16683.177     16684.998 
                MULT_LUT                        40     1.821     16683.177     16684.998 
                  mux_mt_4[1][i]_2092_2          4     1.225      3766.190      3767.415 
                  ctl_i_39_31                   36     0.596     12916.987     12917.583 
              OUTPUT_ASYNC_DFF                   8     0.950      8854.223      8855.173 
                mux_q_27_12                      4     0.257      2002.682      2002.939 
              ADDER                              4     0.391      5757.919      5758.310 
                g1                               4     0.391      5757.919      5758.310 
              mux_w_dff_selector_51_41           4     0.257      6201.845      6202.102 
            GEN_RS_REM...RS_REMAINDER           56     3.419     39107.659     39111.078 
              MULTIPLIER                        40     1.821     17046.555     17048.375 
                MULT_LUT                        40     1.821     17046.555     17048.375 
                  mux_mt_4[13][i]_2092_2         4     1.225      4129.568      4130.792 
                  ctl_i_39_31                   36     0.596     12916.987     12917.583 
              OUTPUT_ASYNC_DFF                   8     0.950      9758.723      9759.673 
                mux_q_27_12                      4     0.257      2002.682      2002.939 
              ADDER                              4     0.391      6100.536      6100.927 
                g1                               4     0.391      6100.536      6100.927 
              mux_w_dff_selector_51_41           4     0.257      6201.845      6202.102 
            FST_MULTIPLIER                      40     1.821     17046.555     17048.375 
              MULT_LUT                          40     1.821     17046.555     17048.375 
                mux_mt_4[13][i]_2092_2           4     1.225      4129.568      4130.792 
                ctl_i_39_31                     36     0.596     12916.987     12917.583 
            FST_ASYCN_DFF                        8     0.950      8156.812      8157.762 
              mux_q_27_12                        4     0.257      1602.146      1602.403 
            END_ADDER                            4     0.391      6363.841      6364.232 
              g1                                 4     0.391      6363.841      6364.232 
            mux_w_feedback_403_61                4     0.257     40224.165     40224.422 
            mux_w_fst_..lector_413_69            4     0.257      5388.714      5388.972 
            mux_o_symbol_436_56                  4     0.257      5662.344      5662.601 
          rs_CONTROL                           240    13.461    209012.664    209026.125 
            mux_r_counter_213_9                  4     1.661     14646.792     14648.453 
            mux_r_state_213_9                    3     1.246     13751.582     13752.828 
            add_238_31                          13     0.550      9536.253      9536.803 
            mux_r_state_230_18                   3     0.348      3770.367      3770.714 
            mux_o_valid_301_14                   3     0.331      1988.109      1988.441 
            mux_cmbsop..deword_301_14            3     0.331      2541.721      2542.052 
            ctl_277_20                          13     0.312      7930.739      7931.051 
            ctl_277_39                          13     0.312      6882.802      6883.113 
            ctl_301_44                          15     0.260      8563.781      8564.041 
            mux_r_counter_253_29                 4     0.257      2557.870      2558.127 
            mux_r_counter_245_24                 4     0.257      3263.099      3263.357 
            mux_r_counter_230_18                 4     0.257      4733.211      4733.469 
            mux_r_counter_208_11                 4     0.257      1869.170      1869.427 
            mux_r_counter_277_20                 2     0.207      1960.862      1961.070 
            mux_r_state_267_23                   3     0.193         0.000         0.193 
            mux_r_state_265_20                   3     0.193      1802.414      1802.607 
            mux_r_state_231_41                   3     0.193      4686.116      4686.309 
            mux_r_state_208_11                   3     0.193      2269.706      2269.899 
            ctl_r_state_301_14                  10     0.182      9076.356      9076.538 
            mux_r_state_224_52                   2     0.129         0.000         0.129 
            mux_r_state_218_51                   2     0.129         0.000         0.129 
            mux_r_counter_219_26                 2     0.129       851.299       851.427 
            mux_r_counter_218_51                 2     0.129       267.024       267.153 
            mux_r_state_279_52                   2     0.129         0.000         0.129 
            mux_r_state_277_20                   2     0.129      2516.226      2516.355 
            mux_o_star..deword_301_14            1     0.110       339.668       339.778 
            mux_o_stall_301_14                   1     0.110      2393.925      2394.036 
            mux_o_in_ready_301_14                1     0.110      1337.181      1337.292 
            mux_r_ready_277_20                   1     0.104       980.431       980.535 
            mux_r_state_281_36                   1     0.064         0.000         0.064 
            mux_r_ready_219_26                   1     0.064       425.649       425.714 
            mux_r_ready_218_51                   1     0.064       133.512       133.576 
            mux_r_valid_231_41                   1     0.064      1489.772      1489.837 
            mux_r_valid_242_21                   1     0.064      1915.422      1915.486 
            mux_r_valid_230_18                   1     0.064      2090.577      2090.641 
            mux_r_valid_208_11                   1     0.064      1201.609      1201.673 
            mux_r_ready_213_9                    1     0.055      1307.715      1307.770 
            mux_o_valid_301_41                   1     0.055       585.741       585.795 
            mux_r_valid_213_9                    1     0.047      2288.844      2288.891 
            mux_o_star..deword_301_43            1     0.047         0.000         0.047 
          INPUT_ASYNC_DFF                        8     0.950     10921.076     10922.026 
            mux_q_27_12                          4     0.257      2670.243      2670.500 
          mux_w_dff_selector_108_43              4     0.257      7290.037      7290.294 
          STALL_ASYNC_DFF                        2     0.237      2038.798      2039.036 
            mux_q_27_12                          1     0.064       534.048       534.113 
      RS_15_11                                 492    29.253    376504.040    376533.293 
        GEN_ENCODER.ENCODER_INST               492    29.253    376504.040    376533.293 
          rs_PROCESS_UNIT                      233    14.208    232371.155    232385.362 
            GEN_RS_REM...RS_REMAINDER           56     3.419     44079.088     44082.507 
              MULTIPLIER                        40     1.821     22062.468     22064.289 
                MULT_LUT                        40     1.821     22062.468     22064.289 
                  mux_mt_4[1][i]_2092_2          4     1.225      4965.836      4967.061 
                  ctl_i_39_31                   36     0.596     17096.632     17097.228 
              OUTPUT_ASYNC_DFF                   8     0.950      9319.164      9320.114 
                mux_q_27_12                      4     0.257      2269.706      2269.963 
              ADDER                              4     0.391      6487.573      6487.964 
                g1                               4     0.391      6487.573      6487.964 
              mux_w_dff_selector_51_41           4     0.257      6209.883      6210.140 
            GEN_RS_REM...RS_REMAINDER           56     3.419     49263.401     49266.820 
              MULTIPLIER                        40     1.821     23879.356     23881.177 
                MULT_LUT                        40     1.821     23879.356     23881.177 
                  mux_mt_4[3][i]_2092_2          4     1.225      6782.724      6783.949 
                  ctl_i_39_31                   36     0.596     17096.632     17097.228 
              OUTPUT_ASYNC_DFF                   8     0.950      9784.105      9785.055 
                mux_q_27_12                      4     0.257      2536.730      2536.988 
              ADDER                              4     0.391      8781.214      8781.605 
                g1                               4     0.391      8781.214      8781.605 
              mux_w_dff_selector_51_41           4     0.257      6818.726      6818.983 
            GEN_RS_REM...RS_REMAINDER           56     3.419     53693.984     53697.403 
              MULTIPLIER                        40     1.821     23273.727     23275.547 
                MULT_LUT                        40     1.821     23273.727     23275.547 
                  mux_mt_4[15][i]_2092_2         4     1.225      6177.094      6178.319 
                  ctl_i_39_31                   36     0.596     17096.632     17097.228 
              OUTPUT_ASYNC_DFF                   8     0.950     12083.428     12084.378 
                mux_q_27_12                      4     0.257      3337.803      3338.061 
              ADDER                              4     0.391      9758.331      9758.723 
                g1                               4     0.391      9758.331      9758.723 
              mux_w_dff_selector_51_41           4     0.257      8578.498      8578.755 
            FST_MULTIPLIER                      40     1.821     23273.727     23275.548 
              MULT_LUT                          40     1.821     23273.727     23275.548 
                mux_mt_4[12][i]_2092_2           4     1.225      6177.095      6178.319 
                ctl_i_39_31                     36     0.596     17096.632     17097.228 
            FST_ASYCN_DFF                        8     0.950     10016.576     10017.526 
              mux_q_27_12                        4     0.257      2670.243      2670.500 
            END_ADDER                            4     0.391      7797.781      7798.173 
              g1                                 4     0.391      7797.781      7798.173 
            mux_w_feedback_403_61                4     0.257     28643.951     28644.209 
            mux_w_fst_..lector_413_69            4     0.257      7156.525      7156.782 
            mux_o_symbol_436_56                  4     0.257      5887.725      5887.982 
          rs_CONTROL                           240    13.461    122666.589    122680.050 
            mux_r_counter_213_9                  4     1.661      4536.504      4538.165 
            mux_r_state_213_9                    3     1.246      8727.924      8729.170 
